C_Name,P_Name,P_id,Sal,Sal1,Sal2,Sal_Avg,Work_Year,Description
聚合纵力,外卖平台数据分析,4215359,4k-8k,4,8,6.0,不限,"数据分析,数据运营,用户研究专注做一个正经的外卖仔那什么的，打开外卖APP，搜索【YASO沙拉】,就是我们的出品啦！哦，现在还有一个叫 粥可温 的项目也是我们投资的地址：天河区龙晖大厦（岗顶地铁站100米）我们需要的是创业伙伴，不是朝九晚五的上班族。一定要的素质：1、上有跟老板拍桌子的霸气，下有埋头做加班dog的大气。2、不服气可以跟老板约架（我们一定不会帮老板）！！！但打完以后，必须姘弃偏见，继续一起融入工作3、可以什么都不懂，但必须虚心学习4、愿意和团队一起哭，一起笑，一起成长必须的素质：1、有强烈优于他人意识2、有激情，有梦想，敢于并有能力追求高待遇3、男女不限4、最好能学富五车，包治百病能给顾客提供或解决心理、求职、旅游、感情咨询、创业、天文地理量子力学等各种疑难杂症================================================运营狗的鬼话======================================================招聘要求：1、熟悉电商、外卖行业，有相关经验（有经验者）；2、结果导向，注重数据与量化，学习能力强；3、能够接受加班、高强度工作；4、了解并热爱互联网，具备高效的执行力者优先；5、爱逛街，会省钱，购物达人，在买买买的场景善于发现性价比产品，对行业动态敏锐；6、逻辑清晰，主动进取，较强的沟通能力，善于团队合作，主动思考及推进工作；4、针对不同渠道做出有针对性的运营策划，协助商务和市场提升推广效率和效果；工作职责：1、负责门店在外卖平台、团购平台的业务运营；2、根据所负责类目购物潮流趋势和用户需求制定产品采购建议；3、根据数据调整运营和产品，优化用户购买体验，优化产品结构；4、对门店的盈利负责，针对不同渠道做出有针对性的运营策划，协助商务和市场提升推广效率和效果；工作时间：高能提醒：单休，有加班需求，高强度工作薪酬待遇：3K-6K（有能力者随意加价，就是这么没原则的）================================================运营狗的鬼话======================================================我们可以给你什么？1、我们是一群年轻有梦想的8090年轻人创立，我们摒弃落后的公司管理制度。这里没有等级。2、充分放权，彻底放权，欢迎试错，当然前提别错得让公司倒闭-.-....3、我们只致力于有趣的事情，既然是创业，那就要好玩。我们是一个很苦的创业型公司，没事别想不开来创业公司，因为你会跟着公司一起苦。4、如果你需要完善的福利制度和稳定的工作环境，那么你投简历给我们公司绝对是对你自己的时间不负责。"
广州银行信用卡中心,数据分析专员（App）,4050293,10k-18k,10,18,14.0,1-3年,"周末双休,弹性工作,领导耐撕,带薪年假"
富启投资,金融数据分析员,4500866,7k-12k,7,12,9.5,不限,"公司环境好,工资待遇高,学习机会多岗位职责：1、研发期货投资策略：对金融数据进行分析和建模，与团队一起开发、测试、优化投资策略；2、数据整理：协助团队进行期货市场数据的搜集、整理工作，不断完善数据库体系；3、编程协助：对指标计算、模型策略进行计算机程序实现；4、参与团队的其他工作。 岗位要求：1、本科以上学历，金融及金融相关专业；2、有Python/R/C等至少一类语言的编程基础；3、参加过数学建模，数据分析等相关比赛，或者做过建模或数据分析项目的优先；4、有股票、期货等金融产品投资经验的优先；5、具有强的学习和研究能力，独立解决问题的技能以及较强的自我激励能力，能够主动并且独立开展工作；工作细致认真，责任心强，具备良好的沟通协调及抗压能力。"
圆周绿,电商商品数据分析员/商品助理,3668456,5k-8k,5,8,6.5,1-3年,发展前景岗位职责：1、协调、统筹各店铺的货品调配；2、根据店铺实际需求进行货品补货、调拨、追单、退货，保持店铺商品库销比的合理性；3、定期对店铺的销售和库存做信息收集与分析，每周、每月数据分析与报表的制作。结合各阶段销售运作情况实时提供货品促销建议；4、保持店铺商品库销比的合理性新店开业货品的下单与跟进； 任职要求：1、大专及以上学历，1年以上相关经验；服装、计算机应用、统计、财务、数学应用等专业优先；2、熟练使用excel办公工具，熟练使用进销存及各类分析软件；3、工作认真积极，责任心强，沟通能力和理解能力强，处事灵活，协调能力佳，有良好的团队合作精神；4、适应电子商务快节奏工作方式，能承受一定的工作压力；5、有天猫、京东等平台商品规划工作经验优先；6、有百胜系统管理经验优先；
蓝色光标,高级数据分析咨询顾问,4071443,15k-25k,15,25,20.0,3-5年,"发展空间大,上市公司,福利完善,领导好职责描述：1)   独立与客户沟通，开展营销与CRM需求咨询，挖掘商业痛点并形成数据分析需求；2)   在数据库中整理清洗数据和统计分析，计算和筛选变量，提取特征，刻画数据特征；3)   负责数据建模和日常报表的开发，并结合实际效果不断进行模型的训练和迭代，管理模型生命周期的全流程；4)   与业务团队配合针对数据分析结果形成业务策略，指导营销与CRM活动；5)   针对商业问题和实际业务，参与创新方法和应用的研发，充分挖掘数据的商业价值。 职位要求：1)  大学本科及以上学历，数学、统计、计算机等专业毕业；2)  三年以上商业数据分析、数据管理经验，（在咨询公司从事过母婴奶粉、快消零售等行业数据分析、数据挖掘建模分析经验者优先）；3)  可熟练使用数据库，编写SQL存储过程，能独立完成简单的ETL任务；4)  掌握至少一种主流数据挖掘或数据分析工具，如Python、SAS、SPSS、R等；5)  对大数据行业有热情，有数据好奇心，具备良好的学习能力、逻辑思维能力、沟通能力、团队协作能力和执行力。"
海澜鑫霆,电商行业数据分析员,4381927,5k-10k,5,10,7.5,不限,"五险,双休,股份期权岗位职责：1. 理解业务方向和战略，商业嗅觉灵敏，善于沟通，能够深入了解业务挖掘痛点和问题，为业务战略决策、业务方向提供相关数据分析，竞争分析及决策支持；2. 数据敏感度高，能够通过数据分析、业务反馈，帮助业务更好地了解用户特征、了解竞争对手动向和理解市场环境；3. 通过数据报告、竞争对手信息和情报成果影响和改变用方，保障业务方向的准确性；4. 通过专题分析，对业务问题进行深入分析，为公司运营决策、产品方向、销售策略提供数据支持；5. 针对具体业务问题，研究影响用户的潜在因素，进行数据分析验证并提出改善举措； 岗位要求:1. 本科及以上学历，计算机、统计、数学、信息技术相关专业，最好有在舆情公司的相关工作经历； 2、熟练操作办公软件及数据分析软件。 3. 良好的商业嗅觉和数据敏感度，丰富的数据分析经验，能从海量数据提炼核心结果；  4. 熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，具备良好的商业敏感度和创新意识，快速识别商业问题和机会； 5. 具备良好的抗压能力、沟通能力和团队精神，有独立开展分析研究项目经验 "
广东龙泉科技有限公司,数据分析挖掘员,3346270,6k-12k,6,12,9.0,不限,"五天工作制,年底双薪,可提供住宿,五险一金岗位职责：1）市场调研、为研发提供产品解决方案，为业务发展提供决策支持；2）参与用户数据分析工作，数据模型设计与搭建；3）在数据分析基础上，参与制定数据清洗与标准化方案；4）参与设计数据分析相关系统工具；5）发表学术论文或专利，致力于科研成果转换。任职要求：1. 相关专业（计算机、统计、经济、数学）重点本科或硕士研究生学历；2. 熟练使用Python、R等数据处理和分析工具，掌握基本的数据挖掘、机器学习和自然语言处理等算法；3. 优秀的数据和行业敏感度；4. 良好的沟通能力和团队协作能力。5.熟悉水务、市政行业优先。"
千千氏,数据分析师（电商平台）,4272716,8k-13k,8,13,10.5,3-5年,"扁平管理,年底奖金,上班自由,免费班车1、负责项目的日常数据监控。包括每日、每月和季度分析、重点事件的即时分析；2、负责构建产品、运营及活动用户行为评估体系，通过数据分析对产品、研发、运营、市场提出建议并推动实施；3、 负责用户行为调研，通过海量数据的挖掘和分析，形成报告，汇报给决策层，支持战略规划；4、整理编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，为业务发展提供决策支。"
中顺网络,游戏数据分析师,2346397,17k-24k,17,24,20.5,3-5年,1年2次调薪 双休 全额五险一金 带薪年假岗位职责：1、负责数据体系的构建和维护，数据报表方面满足业务部门多维度数据需求，数据监控方面具备时效性和精准度；2、负责数据模型的构建和优化，基于业务场景进行数据模型的调研、设计、开发及验证工作；3、定期输出专题分析报告，对业务问题进行深度挖掘分析，为运营决策、产品方向、营销策略提供具有价值的数据支持；4、形成一套完整有效的数据分析方法论，并在团队内进行分享和互动。任职资格：1、三年或以上互联网数据运营或数据分析从业经历，统计、数学、计算机专业等相关专业本科以上学历；2、具有扎实的统计学、数据分析、数据挖掘基础。熟练掌握SQL等相关数据提取工具技能，可熟练通过SQL独立完成相应数据分析需求，熟练掌握至少一种数据分析工具（SPSS、Python、R等），有一定的编程功底；3、有不少1年的模型构建实操经验，丰富的数据模型建立和数据化运营经验，能够搭建根据业务数据和场景需求的定制化指数模型；4、有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目；5、良好的逻辑分析能力和文字表达能力，具备数据分析报告讲解能力；6、熟悉游戏业务，精通游戏数据逻辑，理解游戏社交、生态游戏，善于把握虚拟世界交互和玩家心理。
海澜鑫霆,电商行业数据分析员,4381927,5k-10k,5,10,7.5,不限,"五险,双休,股份期权岗位职责：1. 理解业务方向和战略，商业嗅觉灵敏，善于沟通，能够深入了解业务挖掘痛点和问题，为业务战略决策、业务方向提供相关数据分析，竞争分析及决策支持；2. 数据敏感度高，能够通过数据分析、业务反馈，帮助业务更好地了解用户特征、了解竞争对手动向和理解市场环境；3. 通过数据报告、竞争对手信息和情报成果影响和改变用方，保障业务方向的准确性；4. 通过专题分析，对业务问题进行深入分析，为公司运营决策、产品方向、销售策略提供数据支持；5. 针对具体业务问题，研究影响用户的潜在因素，进行数据分析验证并提出改善举措； 岗位要求:1. 本科及以上学历，计算机、统计、数学、信息技术相关专业，最好有在舆情公司的相关工作经历； 2、熟练操作办公软件及数据分析软件。 3. 良好的商业嗅觉和数据敏感度，丰富的数据分析经验，能从海量数据提炼核心结果；  4. 熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，具备良好的商业敏感度和创新意识，快速识别商业问题和机会； 5. 具备良好的抗压能力、沟通能力和团队精神，有独立开展分析研究项目经验 "
猫耳游戏,游戏数据分析专员,4449910,6k-10k,6,10,8.0,1-3年,"游戏,数据分析,优化,整合工作职责:1. 负责游戏平台运营活动上线数据跟踪、产品等数据分析，探寻问题与优化空间，为业务提供分析指导；2. 负责公司游戏产品各阶段数据的整理、分析及提交数据报告，重点对用户行为数据进行分析和挖掘，利用数据分析结论推动产品的优化；3. 对业务数据进行整合、分析挖掘，挖掘产品以及用户潜在信息，为营销、运营及决策提供业务分析及数据支持。岗位要求：1. 全日制统招本科或以上学历，2年以上相关工作经验；2. 了解数据库，熟悉sql，有python或R语言经验优先；3. 熟悉数学建模分析算法，具有优秀的数学基础和数据分析能力，对数据结构、数据挖掘和机器学习的常用算法有一定了解，有实践经验优先；4. 接触过数据仓库和大数据处理系统（如redshift,hive等）优先；5. 英语能力良好者优先考虑；6. 适应互联网企业高强度工作经验。"
帷策,数据分析工程师助理（广州、肇庆、中山、广西）,3736180,5k-10k,5,10,7.5,不限,"五险一金,年底双薪,周末双休,节日福利岗位职责：1、 通过数据挖掘分析能力，作为项目助理，协助实施通信、金融、政务、移动互联网等行业大数据或IT相关项目；2、 根据客户需求协助编写分析报告、搭建模型、构建解决方案并组织IT实施；3、 配合项目经理完成项目实施过程中其他工作。任职要求：1、 本科及以上学历，IT、统计学、数学、自动化、通信、市场营销、经济管理等相关专业；2、 熟练使用SQL SERVER，有模型构建经验者优先考虑；3、 有1年及以上通信、金融、政务、移动互联网等行业咨询服务、数据分析、模型构建、服务支撑等大数据或IT相关项目工作经验，优秀应届生亦可考虑； 4、 具备良好的逻辑思维能力和创新能力；5、 有较强的执行力、人际沟通能力、解决问题能力和自学能力；6、 能承受工作压力，适应经常出差或驻点。福利待遇：1、每周五天、每天7.5小时工作制；2、具有竞争力的薪酬待遇（基本薪资、绩效奖金、通讯补贴、年终双薪等），一年1~2次调薪机会；3、购买五险一金，按照国家规定给予年假、婚假、产假等有薪假期；4、每月举行员工生日会、每季度团建活动、每年度员工旅行；5、丰富奖励：项目奖金、发表文章奖励、个人资质提升奖励等。"
虎牙信息,数据分析师（流量与技术方向）,4301586,15k-25k,15,25,20.0,3-5年,"大数据平台,千万级用户,工作氛围好,发展空间大工作职责：1.基于公司内外流量利用\业务技术问题\用户精准投放 构建数据分析挖掘模型，并推动业务方、技术方落地模型进行调整优化；2.通过对数据的敏锐洞察以及定性和定量分析，迅速定位内部问题或发现机会,开展专项数据分析，并形成数据分析报告,为公司运营决策和技术优化提供数据支持；3.负责项目的方案制定、产品规划和项目推动，在指定的时间里高质量的完成项目。任职资格：1.本科及以上学历,2年以上数据分析相关工作经验,从事过直播技术开发工作或广告投放运营工作、DSP投放相关工作优先；2.熟练使用excel和PPT,至少熟练使用R、SQL、SPSS、MATLAB、PYTHON中的一种，熟悉常用数据统计和分析、建模方法；3.性格活泼，沟通能力强，良好团队合作精神和项目管理能力，具备快速学习能力；4.良好的逻辑思维能力、业务解读能力，能够独立完成的数据分析项目。"
广州银行信用卡中心,高级数据分析师/数据挖掘工程师/量化分析师/风险分析师,1987455,10k-20k,10,20,15.0,3-5年,领导好，团队稳定，发展空间大岗位职责：1、项目管理与推动。作为核心成员主导团队的运营优化、BI系统建设、营销自动化等项目；推动和支持公司的客户价值经营、风险定价、客户挽留、市场营销策略等重点项目。2、信用卡以及消费信贷业务的基础数据建设。包含数据模型，维护数据质量，推动整合数据资源等，为公司量化决策管理提供支撑。3、决策支持。为公司各业务部门提供报表开发以及支撑公司各业务部门的运营需求等。4、主导业务专题分析。为公司各部门分析业务状况，推动业务部门的优化。5、参与量化模型开发与维护。为市场、风险等核心业务部门提供模型支持。6、管理职责。承担一部分团队管理职责，为团队发展做出贡献任职要求：1、本科及以上学历，计算机、数理统计等专业优先。2、5年内数据分析工作经验。3、精通一门编程语言，熟悉运用SAS或SQL更佳；4、逻辑严谨，具备一定的数据分析能力与执行力，沟通能力良好，愿意理解业务场景；5、有金融业经验者优先，有项目管理经验或团队管理经验优先。
普惠科技,电商数据分析专员/运营数据分析专员,3770840,6k-8k,6,8,7.0,1-3年,"工资高,发展好,福利好,环境好岗位职责：1、负责京东店铺、淘宝企业店铺的整体规划、营销、推广、客户关系管理等系统经营性工作；2、熟悉淘宝操作流程和交易规则及关注相关公告发布并作出及时反应对策；3、调查顾客需求，综合分析运营状况，优化网店0，增加访问量，提升整体设计水准；4、分析每日营运情况，统计数据，发掘隐含内在问题，有针对性的提出解决办法5、分析用户来源、行为路径、转化率等运营核心数据，给各职能部门提供数据反馈和建议6、领导安排的其他工作。职位要求：1、 专业不限，有1年相关经验；2、熟悉Excel、Word、Powerpoint等Office办公软件；3、学习能力强，有较强的逻辑分析能力和数据分析能力，擅长沟通协调；4、工作认真细致，责任心强，积极主动，性格开朗，有良好的团队精神。5、具备敏锐的市场洞察力,具有很强的沟通、协调能力和团队合作精神"
广州银行信用卡中心,数据分析师（市场）,4266161,10k-20k,10,20,15.0,1-3年,"年底双薪,弹性工作,午餐补助,氛围好"
酷狗音乐,PTBU-数据分析师（音乐项目）,3158843,10k-20k,10,20,15.0,3-5年,"大平台岗位职责： 1、及时响应业务团队数据统计分析需求，制定并实施分析方案，并根据数据分析结果为产品的改进提出合理化建议，输出可读性强的分析报告；                                                                                  2、结合分析结果及对业务需求的深入理解，设计业务指标体系及数据产品并驱动研发，并不断优化以提升效率；                                                                                      3、负责在项目推进过程中的跨部门协调沟通工作，能够协调各资源以确保工作顺利发展；4、通过大数据挖掘用户群体行为和属性特征，发掘用户价值；                                               5、行业领域的数据分析，结合市场趋势对公司产品的运营和决策给出专业的建议。任职要求：                                                                                          1、大学本科或以上学历，数学、统计学、计算机等相关专业；                                                  2、跨团队与部门的沟通能力强，以结果为导向；                                                            3、良好的逻辑思维和批判性思维能力；4、熟悉数据分析的相关理论，对数据分析有浓厚的兴趣；5、熟练运用 SQL, 有互联网数据分析背景者或有使用Hadoop, Hive, Spark处理数据经验者优先。"
4399游戏,游戏数据分析师,4078836,8k-15k,8,15,11.5,1-3年,"六险一金,公司食堂,团队给力1、负责满足运营部门、研发部门所提出的数据需求；2、进行游戏内容，功能的统计分析，优化运营活动以及游戏产品；3、监控游戏日常指标，定位游戏问题，及时反馈给相关部门；4、定期制作用户调研问卷，了解玩家意向及搜集数据；5、提供分析报告，对公司业务的运营进行评估和建议，从数据的角度推动公司运营决策、辅助研发调优产品。任职要求1、本科以上学历，统计学/数学/计算机专业优先；2、游戏数据经验1年以上，手游经验优先；3、熟悉游戏业务，精通游戏数据逻辑，理解游戏社交、生态游戏；4、熟练使用数据处理软件，熟练与数据源交互（包括不限于SQL，Excel，Python，R）；5、资深游戏玩家，热爱游戏行业，对互联网快速变革高度敏感，理解新一代用户的特点。"
哆啦科技,BI数据分析师,4402680,15k-25k,15,25,20.0,不限,"扁平化管理,弹性工作制,试用期全薪,高额期权岗位描述:1、基于对公司业务的理解，负责各个业务模块的数据提取和报表开发；2、校验并监控数据准确性，并能独立主动的完成差异原因调查分析，排查问题，推进业务发展；3、整合需求，定期总结数据产品需求分析、规划设计，形成部门沉淀，为业务方提供系统化、可持续的数据解决方案。任职要求：1、擅长数据分析，对数据具有足够的敏感性，熟悉常规的数据统计和挖掘知识；2、熟悉Hadoop，Hive等大数据开源工具，熟练使用；3、HiveSQL/PostgreSQL。加分项：1、了解数据仓库建设的基本思路；2、有电商领域的数据分析经验优先。"
广州棒谷科技股份有限公司,Facebook广告优化师（数据分析，广告投放）,4393376,5k-8k,5,8,6.5,不限,"五险一金,发展空间大,培训体系全,晋升机会多岗位职责：1、负责产品网站的Facebook运营与用户关系维护，并负责该社群渠道的营销策划和监督控制；2、负责Facebook帐号维护，独立策划社区活动并配合网站运营在各大互动性网站进行有效推广；3、独立分析网站的商品特点，负责市场调研及深入挖掘开拓新的推广方式；4、负责Facebook广告投放，根据广告表现调整优化广告设置，提高广告转化金额和转化率，跟踪推广效果，做好数据分析并反馈，分享Facebook推广经验，提高网络推广能力；5、拓展社群网站或粉丝团间的资源互换等合作；6、每日进行工作计划安排，每周进行工作效果分析，形成工作报告文档提交给上级，能够独立并创造性思维编辑广告文案和素材；7、对facebook推广做短期和长期推广计划，并根据计划落实执行。岗位要求：1、本科及以上学历，专业不限；2、英语六级，英语四级但有较强的广告文案撰写能力亦可考虑；3、对电商有一定了解，熟悉国外广告投放（如Facebook、Google adwords、pinterest等）；4、熟练掌握Excel等办公软件使用，具备较强的数据分析能力；5、有强烈的责任心和团队合作精神，工作严谨细致，善于学习。"
网达软件,广州分部招聘---运营数据分析员,4451127,6k-8k,6,8,7.0,不限,"上市公司,平台大,前景好,团建岗位职责：1、监控业务流量等相关数据，为运营决策提供优化建议；2、构建并优化数据指标体系和各项报表，对活动上线、内容更新、数据异常进行分析；3、分析、研究项目产品的目标用户行为习惯，总结用户需求，为运营计划制定提供建议。4、对接通信运营商（中国移动），跟进项目业务运营的开展工作。5、根据项目或任务需求，快速响应数据需求，并根据数据报表，对运营工作提出指导意见。任职要求：1、本科学历，热爱数据分析，对运营感兴趣；2、熟悉sql语句的基本增删，熟练运用excel进行数据处理；3、优秀的沟通理解能力，有一定的抗压力。"
蓝色光标,CRM数据分析经理／高级经理,3406969,12k-18k,12,18,15.0,3-5年,"公司规模大,工作氛围好工作内容：1.参与项目业务调研，制定项目整体数据采集、存储及分析策略2.参与系统平台的数据库结构评审，并就业务数据完整性方面提供指导意见3.规划客户数据采集，推进数据采集的系统固化与完善，统筹数据迁移与清洗；4.客户数据库及数据分析模型建立，为CRM运营提供数据支撑，协助提升客户满意度\复购率等指标；5.建立数据分析模型（对客户信息\行为数据\活动数据\人与商品匹配等数据进行整理分析和挖掘,定期提供报告和结果,为CRM运营提供数据支撑）；6.收集用户反馈,分析用户行为和需求,关注活跃度\满意度\复购率\贡献度等指标,及时分析并提供建议；7.建立营销活动效果评测体系,高效实现事前预估\过程分析\事后评估总结；8.通过行业数据收集和分析,洞察目标客户的需求变化,并提供建议；任职资格：1.本科以上学历，统计学，信息类，应用数学，电子商务，经济学类专业优先，3年以上客户行为数据分析经验，具有数据模型固化的相关工作经验；2.对数据分析与模型建立有深刻的研究，特别是客户行为数据分析;3.了解数据采集、数据分析模型的IT固化与BI工作，有编写IT技术文档的能力;4.熟悉使用Excel、SPSS等统计工具;5.至少熟悉以下数据库之一：SQL Server/Oracle/My SQL；有非机构化数据库使用和分析经验优先6.思维缜密，良好的IT沟通能力和工作协调能力，能承担一定责任与工作压力"
网易游戏,运维开发工程师（数据分析方向）,4438141,15k-20k,15,20,17.5,1-3年,"待遇好,福利优,工时和谐,行业翘楚岗位职责：-运用统计学、机器学习、运筹优化等技能，处理和分析海量互联网业务监控数据，挖掘其中的价值，构建智能化的监控报警体系，提升游戏和周边产品的稳定性。具体包括：-对特征各异的监控数据，建立和优化模型，识别其中的异常，产生及时的预警和准确的报警；-提取数据特征，挖掘数据关联关系，提供自动化的故障影响范围预估和根因分析；岗位职责：-在数学、计算机、机器学习等领域有本科以上学位；-在互联网、大数据、机器学习相关行业有1年以上的工作经验，并在数据分析、预测方面具有实际项目经历；-熟悉各类数据分析和预测算法、机器学习算法，并精通其中至少一类；对数据敏感；-熟练掌握至少一种常用编程语言，如Python、Java、Go等，具有算法工程化能力；-拥有持续学习的欲望和能力，对应用数据算法解决现实业务问题具有热情。"
一点资讯,华南销售助理（数据分析）,4086969,6k-12k,6,12,9.0,1-3年,"七险一金,奖金丰厚,年假多,氛围好岗位职责：1、 负责和协助各直客销售组完成每周周报整理和销售机会（FC）统计和更新；2、 负责和协助业务管理经理完成各组差旅成本统计和管理，紧盯预算与实际差异的分析，做有效的预警；3、 负责和协助收集各组直客销售相关数据更新（招商项目更新、OPPO售卖更新、每周微信截图统计），对接北京相关部门进行汇报；4、 负责和协助业务管理经理进行直客销售组相关数据整理、制作相关报表和分析报告；5、配合主管完成其他相关数据核算等工作；任职资格：1.本科（含）以上学历，一至两年相关财务类或数据统计类工作经验，有互联网从业经验者优先；2.具备较强的沟通和协调能力，善于建立和保持与客户及与同事之间良好的工作关系；3.富于团队合作精神，主动性及责任心强，敬业，有良好的道德品质，为人正直，能承受工作压力；4.有良好的服务意识；5.熟悉互联网，熟练使用Office等常用办公软件。"
广州银行信用卡中心,数据分析师（信用卡产品方向）,3480665,8k-10k,8,10,9.0,不限,"优秀团队,发展空间,工作氛围好岗位职责:1、信用卡以及消费信贷业务的基础数据建设。包含数据提取，维护数据质量，推动整合数据资源等，为产品量化决策管理、市场营销活动开展提供支撑。2、决策支持。为信用卡产品组提供报表开发以及支撑各业务发展的运营需求等。3、协助业务专题分析。协助分析信用卡产品的业务状况，形成专题报告，推动产品的优化发展。4、项目支持。参与团队的运营优化、BI系统建设、营销自动化等项目；对公司的客户价值经营、风险定价、客户挽留、市场营销策略等重点项目提供支持。任职资格:1、本科及以上学历，数理统计、计算机等专业优先。2、熟悉主流的机器学习算法，有过项目实践者优先。3、1-5年内工作经验（可接受优秀应届生）。4、精通一门编程语言，熟悉运用SAS、SQL或Python更佳。5、逻辑严谨，具备一定的数据分析能力与执行力，沟通能力良好，愿意理解业务场景。"
哆啦科技,资深BI数据分析师,4498642,20k-35k,20,35,27.5,3-5年,"扁平化管理,弹性工作制,试用期全薪,福利多岗位描述:1、基于对公司业务的理解，负责各个业务模块的数据提取和报表开发；2、校验并监控数据准确性，并能独立主动的完成差异原因调查分析，排查问题，推进业务发展；3、整合需求，定期总结数据产品需求分析、规划设计，形成部门沉淀，为业务方提供系统化、可持续的数据解决方案。任职要求：1、擅长数据分析，对数据具有足够的敏感性，熟悉常规的数据统计和挖掘知识；2、熟悉Hadoop，Hive等大数据开源工具，熟练使用；3、HiveSQL/PostgreSQL。加分项：1、了解数据仓库建设的基本思路；2、有电商领域的数据分析经验优先。"
广州餐道,数据分析师（BI）,4396641,8k-15k,8,15,11.5,1-3年,"创新氛围,扁平管理,周末双休,五险一金一、岗位职责:1、负责公司BI大数据产品的数据提取、数据清洗、数据分析与建模、市场信息收集、资料整理等一系列工作；2、满足业务方对数据的各类取、过滤、分析等需求，定期制作数据报表并编写相应的分析报告；3、深入研究餐饮业务大数据，支持数据服务项目的执行，掌握关键的基础数学模型；4、挖掘数据背后的行业市场方向、规律、短板，提供行业决策和业务优化；5、配合产品经理规划和搭建BI大数据产品、并利用数据进行初步的可行性验证。二、岗位要求1、大专以上学历，计算机、数学、统计等相关专业；2、二年以上BI业务分析相关工作岗位经验，有互联网、餐饮行业优先；3、熟练使用Excel/SQL和熟悉 R、SAS、Python 等至少一种相关分析软件，对数据挖掘或建模应用有一定了解；4、良好的计划、执行、沟通能力，具备较强的数据敏感度和市场敏锐度；5、责任心强、工作认真细致、有条理；6、 具有团队合作精神，能承担一定的工作压力。三、地址和工作时间：1、广州荔湾区芳村大道下市直街一号会馆自编5A2-5B2单元；2、时间：周一至周五09:00-18:00（周末双休）四、公司能给您提供：1、工作时间：周末双休，朝九晚六，五天工作制，并享受国家规定的相关带薪假期；2、工作环境：轻松、愉悦的工作环境；3、团队活动：每月给予团队一定费用，开展丰富多彩的团队活动及聚会，更好的促进提升团队配合能力，更有效的推动组织发展。4、旅游假期：提供月度团建及年度旅游的活动，可以丰富员工的文化生活，让员工尽情享受旅游带来的欢乐；5、公司定期组织员工进行管理、技能方面的培训；6、发展空间：员工拥有宽松而广阔的发展空间，依员工的工作绩效给予调薪和晋升机会；7、下午茶：在炎炎夏日里，为员工呈现冰淇淋、披萨、当季水果等缤纷足量的下午茶歇。"
三七互娱,数据分析师（海外运营）,3109374,10k-15k,10,15,12.5,不限,"上市公司,平台好工作职责:1. 负责平台运营活动上线数据跟踪、产品等数据分析，探寻问题与优化空间，为业务提供分析指导；2. 负责公司产品各阶段数据的整理、分析及提交数据报告，重点对用户行为数据进行分析和挖掘，利用数据分析结论推动产品的优化；3. 对业务数据进行整合、分析挖掘，挖掘产品以及用户潜在信息，为营销、运营及决策提供业务分析及数据支持。岗位要求：1. 了解数据库，熟悉sql，有python或R语言经验优先；2. 熟悉数学建模分析算法，具有优秀的数学基础和数据分析能力；3. 对数据结构、数据挖掘和机器学习的常用算法有一定了解，有实践经验优先；4. 接触过数据仓库和大数据处理系统（如redshift,hive等）优先。"
上哪儿学,数据分析经理BA Project Mananger,4157407,10k-15k,10,15,12.5,1-3年,"年底双薪,奖金,五险一金JOB ITEM· Solve complex business problems by designing and implementing models and algorithms.· Improve and optimize models and algorithms.· Perform exploratory data analysis/mining on large dataset.· Design measurement method to measure the performance of algorithms/models.· Selecting features, building and optimizing classifiers using machine learning techniques.· Data mining using state-of-the-art methods.· Extending company’s data with third party sources of information when needed.· Enhancing data collection procedures to include information that is relevant for building analytic systems.· Processing, cleansing, and verifying the integrity of data used for analysis.· Creating automated anomaly detection systems and constant tracking of its performance. Experience· Degree in Statistics, Mathematics, Computer Science, Machine Learning or related field.· Strong familiarity with various machine learning & statistical techniques.· Proficient in SQL, R, Python, SAS, or other data manipulation or analysis languages.· Self-motivated, strong sense of ownership, and adaptable in a fast paced environment.· Able to initiate and drive projects to completion with minimal guidance.· Able to communicate the results of analyses in a clear and effective manner."
蓝色光标,CRM数据分析经理(SQL),4186684,15k-20k,15,20,17.5,3-5年,"优秀平台,专业团队职责描述：1)   独立与客户沟通，开展营销与CRM需求咨询，挖掘商业痛点并形成数据分析需求；2)   在数据库中整理清洗数据和统计分析，计算和筛选变量，提取特征，刻画数据特征；3)   负责数据建模和日常报表的开发，并结合实际效果不断进行模型的训练和迭代，管理模型生命周期的全流程；4)   与业务团队配合针对数据分析结果形成业务策略，指导营销与CRM活动；5)   针对商业问题和实际业务，参与创新方法和应用的研发，充分挖掘数据的商业价值。 职位要求：1)  大学本科及以上学历，数学、统计、计算机等专业毕业；2)  三年以上商业数据分析、数据管理经验，（在咨询公司从事过母婴奶粉、快消零售等行业数据分析、数据挖掘建模分析经验者优先）；3)  可熟练使用数据库，编写SQL存储过程，能独立完成简单的ETL任务；4)  掌握至少一种主流数据挖掘或数据分析工具，如Python、SAS、SPSS、R等；5)  对大数据行业有热情，有数据好奇心，具备良好的学习能力、逻辑思维能力、沟通能力、团队协作能力和执行力。"
